Titulo_libro	Autor	Subtitulo_libro	Cantidad ejemplares	Edicion	Año_publicacion	biblioitemnumber
Titulo_libro: Programa Nacional de lectura y producción escrita.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 4	Edicion: sin datos	Año_publicacion: [19--]	biblioitemnumber: 7603
Titulo_libro: Folklore urbano :	Autor: sin datos	Subtitulo_libro: vigencia de la leyenda y los relatos tradicionales.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1999.	biblioitemnumber: 7604
Titulo_libro: Pirometalurgia :	Autor: Janikow, Arturo	Subtitulo_libro: introducción a los procesos pirometalúrgicos extractivos.	Cantidad ejemplares: 2	Edicion: sin datos	Año_publicacion: 2000.	biblioitemnumber: 7605
Titulo_libro: Historia 1 :	Autor: Iölster, Nelly E	Subtitulo_libro: el mundo antiguo y la Edad Media.	Cantidad ejemplares: 2	Edicion: 1a ed.	Año_publicacion: 1995.	biblioitemnumber: 7606
Titulo_libro: Genio y figura de Roberto J. Payró.	Autor: González Lanuza, Eduardo	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 1a ed.	Año_publicacion: 1965.	biblioitemnumber: 7607
Titulo_libro: Educación especial (sección 2da.)	Autor: Pérez Del Viso De Palou, Rosa	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1997.	biblioitemnumber: 7608
Titulo_libro: Código de minería /	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 2001.	biblioitemnumber: 7609
Titulo_libro: Educación cívica 3.	Autor: Bustinza, Juan Antonio 	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1998.	biblioitemnumber: 7610
Titulo_libro: La contaminación ambiental.	Autor: Gabetta, Carlos Alberto	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: [19--]	biblioitemnumber: 7611
Titulo_libro: Historia 1 :	Autor: Vázquez de Fernández, Silvia	Subtitulo_libro: de la prehistoria a los tiempos medievales.	Cantidad ejemplares: 7	Edicion: sin datos	Año_publicacion: 1994.	biblioitemnumber: 7612
Titulo_libro: Materiales para ingeniería.	Autor: Van Vlack, Lawrence H	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1980.	biblioitemnumber: 7613
Titulo_libro: Biología 3 :	Autor: Dembo, Norma	Subtitulo_libro: funcionamiento, coordinación y continuidad de los seres vivos.	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1981.	biblioitemnumber: 7614
Titulo_libro: Isotope Techniques in Groundwater Hidrology.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1974.	biblioitemnumber: 7615
Titulo_libro: Moderno diccionario temático bilingüe español-quichua, quichua-español del área Noroeste Argentino Suroeste Boliviano.	Autor: Paleari, Antonio	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1992.	biblioitemnumber: 7616
Titulo_libro: Guidebook on Nuclear Techniques in Hydrology.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1968.	biblioitemnumber: 7617
Titulo_libro: Metalurgia física :	Autor: Cottrell, A. H	Subtitulo_libro: introducción a la teoría de la estructura de los metales y aleaciones.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1962.	biblioitemnumber: 7618
Titulo_libro: Argentina :	Autor: sin datos	Subtitulo_libro: sus museos (noroeste).	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1998.	biblioitemnumber: 7619
Titulo_libro: Cuadernos 11.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1998.	biblioitemnumber: 7620
Titulo_libro: Llamiykïallpi.	Autor: Vilca, Federico	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: [19--]	biblioitemnumber: 7621
Titulo_libro: Del pasado jujeño.	Autor: Sánchez De Bustamante, Teófilo	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1988.	biblioitemnumber: 7622
Titulo_libro: Jujuy en la historia :	Autor: Lagos, Marcelo	Subtitulo_libro: avances de investigación II.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1995.	biblioitemnumber: 7623
Titulo_libro: Asia y Africa :	Autor: Acevedo Díaz, Eduardo	Subtitulo_libro: curso de primer año, ciclo básico.	Cantidad ejemplares: 1	Edicion: 6a ed.	Año_publicacion: 1945.	biblioitemnumber: 7624
Titulo_libro: Geografía general y regional Asia y Africa.	Autor: Alemán, Elida Elba	Subtitulo_libro: sin datos	Cantidad ejemplares: 9	Edicion: 16a ed.	Año_publicacion: 1982.	biblioitemnumber: 7625
Titulo_libro: Jujuy, provincia federal argentina :	Autor: Carrillo, Joaquín	Subtitulo_libro: apuntes de su historia civil (con muchos documentos).	Cantidad ejemplares: 2	Edicion: 2a ed.	Año_publicacion: 1877.	biblioitemnumber: 7626
Titulo_libro: El museo arqueológico de Tilcara :	Autor: Casanova, Eduardo	Subtitulo_libro: antecedentes, funciones, guía.	Cantidad ejemplares: 1	Edicion: 2a ed.	Año_publicacion: 1974.	biblioitemnumber: 7627
Titulo_libro: El Pucará de Tilcara :	Autor: Casanova, Eduardo	Subtitulo_libro: antecedentes, reconstrucción, guía.	Cantidad ejemplares: 1	Edicion: 5a ed.	Año_publicacion: 1975.	biblioitemnumber: 7628
Titulo_libro: El Pucará de Tilcara.	Autor: Casanova, Eduardo	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 5a ed.	Año_publicacion: 1991.	biblioitemnumber: 7629
Titulo_libro: Geografía general y de Asia y Africa.	Autor: Calzetti, Hugo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 31a ed.	Año_publicacion: 1966.	biblioitemnumber: 7630
Titulo_libro: Geografía 1 :	Autor: Lorenzini, Horacio N	Subtitulo_libro: geografía general.	Cantidad ejemplares: 4	Edicion: 7a ed.	Año_publicacion: 1997.	biblioitemnumber: 7631
Titulo_libro: Nociones de geografía, astronómica, general :	Autor: Passadori, Josefina	Subtitulo_libro: Asia y Africa.	Cantidad ejemplares: 15	Edicion: 10a ed.	Año_publicacion: 1975.	biblioitemnumber: 7632
Titulo_libro: Nociones de geografía astronómica, general :	Autor: Passadori, Josefina	Subtitulo_libro: Asia y Africa.	Cantidad ejemplares: 19	Edicion: 9a ed.	Año_publicacion: 1960.	biblioitemnumber: 7633
Titulo_libro: Texto-atlas de geografía general para 1er. año de escuelas técnicas.	Autor: Dagnino Pastore, Lorenzo	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1982.	biblioitemnumber: 7634
Titulo_libro: Mecánica racional.	Autor: Longhini, Pedro	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 4a ed.	Año_publicacion: 1960.	biblioitemnumber: 7635
Titulo_libro: Nueva didáctica de la geografía.	Autor: Pickenhayn, Jorge A	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1986.	biblioitemnumber: 7636
Titulo_libro: Geografía general, Asia y Africa.	Autor: Dagnino Pastore, Lorenzo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1993.	biblioitemnumber: 7637
Titulo_libro: Geografía general, Asia y Africa.	Autor: Quarleri, Paulina	Subtitulo_libro: sin datos	Cantidad ejemplares: 10	Edicion: sin datos	Año_publicacion: 1981.	biblioitemnumber: 7638
Titulo_libro: Aprender juntos y solos.	Autor: Johnson, David W	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1999.	biblioitemnumber: 7639
Titulo_libro: El texto y sus voces.	Autor: Pezzoni, Enrique	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1986.	biblioitemnumber: 7640
Titulo_libro: Materiales :	Autor: Ferre, Omar	Subtitulo_libro: introducción a su estudio desde un punto de vista funcional.	Cantidad ejemplares: 3	Edicion: 1a ed.	Año_publicacion: 1996.	biblioitemnumber: 7641
Titulo_libro: La tercera crítica.	Autor: Fazzini, Antonio	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1996.	biblioitemnumber: 7642
Titulo_libro: Unidad dada :	Autor: Fazzini, Antonio	Subtitulo_libro: elucidación crítica a través de antinomias kantianas, las paradojas y la filosofía de Wittgenstein.	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1993.	biblioitemnumber: 7643
Titulo_libro: Conocimiento y realidad, en la perspectiva de una crítica de sinceramiento.	Autor: Fazzini, Antonio	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1990.	biblioitemnumber: 7644
Titulo_libro: Cálculo diferencial e integral.	Autor: Piskunov, N	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1978.	biblioitemnumber: 7645
Titulo_libro: Algunas reflexiones sobre el lenguaje :	Autor: Linde, Carmen de La	Subtitulo_libro: de la lengua al discurso.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1997.	biblioitemnumber: 7646
Titulo_libro: Actividad física, deporte y vida al aire libre en la adolescencia.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1998.	biblioitemnumber: 7647
Titulo_libro: La Tierra :	Autor: sin datos	Subtitulo_libro: estudio etnográfico, político y económico.	Cantidad ejemplares: 16	Edicion: 32a ed.	Año_publicacion: 1946.	biblioitemnumber: 7648
Titulo_libro: Por los caminos del Norte.	Autor: Brackebusch, Luis	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: sin datos	Año_publicacion: 1981.	biblioitemnumber: 7649
Titulo_libro: Geografía económica y política argentina para 5to año.	Autor: Dagnino Pastore, Lorenzo	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 2a ed.	Año_publicacion: 1947.	biblioitemnumber: 7650
Titulo_libro: Biología IV :	Autor: Onna, Alberto	Subtitulo_libro: biología molecular y biotecnología : del laboratorio a la bioindustria.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1996.	biblioitemnumber: 7651
Titulo_libro: Modalidades de integración de la tecnología informática en la educación.	Autor: Bosch, Horacio	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1996.	biblioitemnumber: 7652
Titulo_libro: Prevención de adicciones.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1995.	biblioitemnumber: 7653
Titulo_libro: Biología :	Autor: Rosenberg, Diana C	Subtitulo_libro: origen de la vida.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1997.	biblioitemnumber: 7654
Titulo_libro: Pensamiento científico II :	Autor: Boido, Guillermo	Subtitulo_libro: epistemología aplicada a las Ciencias Naturales y a la Matemática.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1998.	biblioitemnumber: 7655
Titulo_libro: Pensamiento científico.	Autor: Boido, Guillermo	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1996.	biblioitemnumber: 7656
Titulo_libro: Método y conocimiento en Ciencias Sociales, Humanismo y Ciencia.	Autor: Schuster, Félix G	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1997.	biblioitemnumber: 7657
Titulo_libro: Pensamiento científico III :	Autor: Flichman, Eduardo	Subtitulo_libro: la polémica epistemología actual.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1995.	biblioitemnumber: 7658
Titulo_libro: Historia.	Autor: Pelosi, Hebe Carmen	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1995.	biblioitemnumber: 7659
Titulo_libro: Geografía general y regional de Europa y Oceanía.	Autor: Alemán, Elida Elba	Subtitulo_libro: sin datos	Cantidad ejemplares: 18	Edicion: sin datos	Año_publicacion: 1981.	biblioitemnumber: 7660
Titulo_libro: Geografía general y regional de Europa y Oceanía.	Autor: Alemán, Elida Elba	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 18a ed.	Año_publicacion: 1988.	biblioitemnumber: 7661
Titulo_libro: Geografía general y regional de Europa y Oceanía.	Autor: Alemán, Elida Elba	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 9a ed.	Año_publicacion: 1976.	biblioitemnumber: 7662
Titulo_libro: Geografía general y regional de Europa y Oceanía.	Autor: Alemán, Elida Elba	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 17a ed.	Año_publicacion: 1988.	biblioitemnumber: 7663
Titulo_libro: Geografía Europa y Oceanía.	Autor: Dagnino Pastore, Lorenzo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 35a ed.	Año_publicacion: 1975.	biblioitemnumber: 7664
Titulo_libro: Estructura social de la Argentina 1945-1983.	Autor: Torrado, Susana	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1992.	biblioitemnumber: 7665
Titulo_libro: Los límites del planeta :	Autor: Le Bras, Hervé	Subtitulo_libro: mitos de la naturaleza y de la población.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1997.	biblioitemnumber: 7666
Titulo_libro: Manual de liderazgo para directivos escolares.	Autor: Gorrochotegui, Alfredo Antonio	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1997.	biblioitemnumber: 7667
Titulo_libro: Física: su enseñanza.	Autor: Maiztegui, Alberto P	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1996.	biblioitemnumber: 7668
Titulo_libro: Geometría: su enseñanza.	Autor: Guasco, María Josefa	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: sin datos	Año_publicacion: 1996.	biblioitemnumber: 7669
Titulo_libro: El trabajo en grupo y la diversidad en el aula.	Autor: Shulman, Judith H	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1999.	biblioitemnumber: 7670
Titulo_libro: Biología celular.	Autor: Schnek, Adriana	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: 1a ed.	Año_publicacion: 1997.	biblioitemnumber: 7671
Titulo_libro: Modalidades de integración de la tecnología informática con la ciencia y la educación.	Autor: Bosch, Horacio	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1998.	biblioitemnumber: 7672
Titulo_libro: Modalidades de integración de la tecnología informática con la ciencia y la educación.	Autor: Bosch, Horacio	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: sin datos	Año_publicacion: 1998.	biblioitemnumber: 7673
Titulo_libro: Lengua y literatura :	Autor: Atorresi, Ana	Subtitulo_libro: los estudios semióticos: el caso de la crónica periodística.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1996.	biblioitemnumber: 7674
Titulo_libro: La selección y el uso de materiales para el aprendizaje de los CBC :	Autor: sin datos	Subtitulo_libro: orientaciones para la Educación General Básica.	Cantidad ejemplares: 11	Edicion: sin datos	Año_publicacion: 1997.	biblioitemnumber: 7675
Titulo_libro: Tratado de geografía física.	Autor: Martonne, Emm. De	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1964.	biblioitemnumber: 7676
Titulo_libro: Cómo enseñar estrategias cognitivas en la escuela :	Autor: Gaskins, Irene	Subtitulo_libro: el manual Benchmark para docentes.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1999.	biblioitemnumber: 7677
Titulo_libro: Ecología II :	Autor: Foguelman, Dina	Subtitulo_libro: biodiversidad, poblaciones y conservación de recursos vivos.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1995.	biblioitemnumber: 7678
Titulo_libro: Análisis matemático :	Autor: Foncuberta, Juan	Subtitulo_libro: sus aplicaciones.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1996.	biblioitemnumber: 7679
Titulo_libro: Algebra :	Autor: Foncuberta, Juan	Subtitulo_libro: de las ecuaciones a las transformaciones.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1996.	biblioitemnumber: 7680
Titulo_libro: Probabilidades y estadística :	Autor: Foncuberta, Juan	Subtitulo_libro: su enseñanza.	Cantidad ejemplares: 2	Edicion: sin datos	Año_publicacion: [19--]	biblioitemnumber: 7681
Titulo_libro: Lecturas críticas sobre la narrativa argentina.	Autor: Vitagliano, Miguel	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1997.	biblioitemnumber: 7682
Titulo_libro: Ecología :	Autor: Foguelman, Dina	Subtitulo_libro: el agua en Argentina.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1994.	biblioitemnumber: 7683
Titulo_libro: La guerra con Chile en sus documentos.	Autor: Lecaros Villavisencio, Fernando	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1983.	biblioitemnumber: 7684
Titulo_libro: Geografía :	Autor: Dagnino Pastore, Lorenzo	Subtitulo_libro: Europa y Oceanía.	Cantidad ejemplares: 17	Edicion: 24a ed.	Año_publicacion: 1961.	biblioitemnumber: 7685
Titulo_libro: Geografía :	Autor: Dagnino Pastore, Lorenzo	Subtitulo_libro: Europa y Oceanía.	Cantidad ejemplares: 11	Edicion: 29a ed.	Año_publicacion: 1967.	biblioitemnumber: 7686
Titulo_libro: Geografía :	Autor: Dagnino Pastore, Lorenzo	Subtitulo_libro: Europa y Oceanía.	Cantidad ejemplares: 7	Edicion: 33a ed.	Año_publicacion: 1971.	biblioitemnumber: 7687
Titulo_libro: Prevenir para una vida sin adicciones :	Autor: sin datos	Subtitulo_libro: manual para la familia : prevención y detección del uso indebido de drogas.	Cantidad ejemplares: 5	Edicion: sin datos	Año_publicacion: 1992.	biblioitemnumber: 7688
Titulo_libro: Estado, gobierno y sociedad :	Autor: Bobbio, Norberto	Subtitulo_libro: por una teoría general de la política.	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1989.	biblioitemnumber: 7689
Titulo_libro: Modalidades de integración de la tecnología informática con la educación :	Autor: Bosch, Horacio	Subtitulo_libro: informática, sociedad y educación.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1995.	biblioitemnumber: 7690
Titulo_libro: Modalidades de integración de la tecnología informática con la educación.	Autor: Bosch, Horacio	Subtitulo_libro: sin datos	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: 1995.	biblioitemnumber: 7691
Titulo_libro: Matemática :	Autor: sin datos	Subtitulo_libro: metodología de la enseñanza.	Cantidad ejemplares: 2	Edicion: sin datos	Año_publicacion: c1996.	biblioitemnumber: 7692
Titulo_libro: Matemática :	Autor: Chemello, Graciela	Subtitulo_libro: metodología de la enseñanza.Parte II.	Cantidad ejemplares: 3	Edicion: sin datos	Año_publicacion: c1997.	biblioitemnumber: 7693
Titulo_libro: Los desarrollos locales y sus territorios :	Autor: sin datos	Subtitulo_libro: arqueología del NOA y sur de Bolivia.	Cantidad ejemplares: 2	Edicion: 1a ed.	Año_publicacion: l998.	biblioitemnumber: 7694
Titulo_libro: Universidad y evaluación.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1994.	biblioitemnumber: 7695
Titulo_libro: La educación moral en primaria y en secundaria.	Autor: Buxarrais, María Rosa	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: [19--]	biblioitemnumber: 7696
Titulo_libro: La inexplicable sociedad :	Autor: Klimovsky, Gregorio	Subtitulo_libro: cuestiones de epistemología de las ciencias sociales.	Cantidad ejemplares: 1	Edicion: 2a ed.	Año_publicacion: 1998.	biblioitemnumber: 7697
Titulo_libro: Un mundo que se va :	Autor: Rosen, Eric Von	Subtitulo_libro: exploraciones y aventuras entre las altas cumbres de la Cordillera de los Andes.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1990.	biblioitemnumber: 7698
Titulo_libro: Geografía 2.	Autor: Pavicich, Mónica Beatriz Luisa	Subtitulo_libro: sin datos	Cantidad ejemplares: 4	Edicion: sin datos	Año_publicacion: 1993.	biblioitemnumber: 7699
Titulo_libro: Geografía 2do año :	Autor: Dassis, Alberto Antonio	Subtitulo_libro: Europa y Oceanía.	Cantidad ejemplares: 2	Edicion: 25a ed.	Año_publicacion: 1983.	biblioitemnumber: 7700
Titulo_libro: Geografía de Europa.	Autor: Boero, Jorge A	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 20a ed.	Año_publicacion: [19--]	biblioitemnumber: 7701
Titulo_libro: Geografía 2 :	Autor: Negro, Juana Inés	Subtitulo_libro: guía de aprendizaje y evaluación.	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1988.	biblioitemnumber: 7702
Titulo_libro: Geografía de Europa y Oceanía.	Autor: Insogna, Elsa	Subtitulo_libro: sin datos	Cantidad ejemplares: 10	Edicion: 8a ed.	Año_publicacion: 1987.	biblioitemnumber: 7703
Titulo_libro: Geografía de Europa y Oceanía.	Autor: Rossi, Floreal	Subtitulo_libro: sin datos	Cantidad ejemplares: 9	Edicion: 10a ed.	Año_publicacion: 1988.	biblioitemnumber: 7704
Titulo_libro: Ciencias Sociales 7EGB.	Autor: Merega, Herminia	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 1a ed.	Año_publicacion: 2000.	biblioitemnumber: 7705
Titulo_libro: Ciencias sociales 8EGB.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: 1a ed.	Año_publicacion: 2001.	biblioitemnumber: 7706
Titulo_libro: Circuitos integrados.	Autor: Lenk, John D	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1975.	biblioitemnumber: 7707
Titulo_libro: Amplificadores operacionales :	Autor: Graeme, Jerald G	Subtitulo_libro: diseño y aplicación.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: [19--]	biblioitemnumber: 7708
Titulo_libro: El libro del lenguaje y la comunicación 9EGB.	Autor: Jáuregui, Silvia 	Subtitulo_libro: sin datos	Cantidad ejemplares: 5	Edicion: sin datos	Año_publicacion: 1999.	biblioitemnumber: 7709
Titulo_libro: El mantenimiento del ordenador personal.	Autor: Graham, I	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1986.	biblioitemnumber: 7710
Titulo_libro: El libro del hardware.	Autor: Beechhold, Henry F	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1985.	biblioitemnumber: 7711
Titulo_libro: Introducción a los microprocesadores.	Autor: Szklanny, Fernando I	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: l979.	biblioitemnumber: 7712
Titulo_libro: Juegos electrónicos.	Autor: Minoli, A	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: c1985.	biblioitemnumber: 7713
Titulo_libro: Transformaciones socio-laborales en tiempos de convertibilidad :	Autor: Marcoleri, María Elena	Subtitulo_libro: empleo, desempleo, pobreza y migraciones en Jujuy.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: c2001.	biblioitemnumber: 7714
Titulo_libro: Microprocesadores.	Autor: Cristiani, Horacio	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1979.	biblioitemnumber: 7715
Titulo_libro: Interfonos y teléfonos :	Autor: Gueulle, Patrick	Subtitulo_libro: generalidades, redes particulares, montajes periféricos.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1983.	biblioitemnumber: 7716
Titulo_libro: Diseño de circuitos para audio AM/FM y TV.	Autor: sin datos	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: [19--]	biblioitemnumber: 7717
Titulo_libro: Teoría de conmutación y diseño lógico.	Autor: Hill, Frederick J	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: [19--]	biblioitemnumber: 7718
Titulo_libro: La espada encendida.	Autor: Neruda, Pablo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 3a ed.	Año_publicacion: 1970.	biblioitemnumber: 7719
Titulo_libro: Microbiología general :	Autor: Carrillo, Leonor	Subtitulo_libro: microbiología agrícola. Parte 1.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1998.	biblioitemnumber: 7720
Titulo_libro: Problemas de filosofía.	Autor: Dallera, Osvaldo Alfredo	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: c1995.	biblioitemnumber: 7721
Titulo_libro: Las raíces de la vida.	Autor: Hoagland, Mahlon	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1985.	biblioitemnumber: 7722
Titulo_libro: Biología.	Autor: Villee, Claude A	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 8a ed., rev.	Año_publicacion: c1996.	biblioitemnumber: 7723
Titulo_libro: Anatomía y fisiología.	Autor: Dembo, A	Subtitulo_libro: sin datos	Cantidad ejemplares: 2	Edicion: 13a ed.	Año_publicacion: [19--]	biblioitemnumber: 7724
Titulo_libro: Termodinámica :	Autor: Ninci, Mario	Subtitulo_libro: tratado del calor.	Cantidad ejemplares: 1	Edicion: 2a ed.	Año_publicacion: [19--]	biblioitemnumber: 7725
Titulo_libro: Motores y máquinas.	Autor: Hansen, Asmus Thomas	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1970.	biblioitemnumber: 7726
Titulo_libro: Geografía humana de la República Argentina.	Autor: Rossi, Floreal	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 1a ed.	Año_publicacion: 1989.	biblioitemnumber: 7727
Titulo_libro: Electroquímica :	Autor: Rubio Felipe, Lamberto A	Subtitulo_libro: fundamentos.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: 1951.	biblioitemnumber: 7728
Titulo_libro: Nuevo diccionario técnico y de ingeniería :	Autor: Guinle, R. L	Subtitulo_libro: español-inglés e Inglés-español.	Cantidad ejemplares: 1	Edicion: sin datos	Año_publicacion: [19--]	biblioitemnumber: 7729
Titulo_libro: Mi planta de naranja-lima.	Autor: Vasconcelos, José Mauro de	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 41a ed.	Año_publicacion: 2002.	biblioitemnumber: 7730
Titulo_libro: Flor nueva de romances viejos.	Autor: Menendez Pidal, Ramón	Subtitulo_libro: sin datos	Cantidad ejemplares: 1	Edicion: 6a ed.	Año_publicacion: 1984.	biblioitemnumber: 7731
