Titulo del libro;Autor;Subtitulo del libro;Ejemplares disponibles;Edicion;Año publicacion
Un árbol, sus ramas... sus frutos...;Belaunde, Enrique Ricardo;sin informacion;4;sin informacion;1997
Para entender el cambio climático.;sin informacion;sin informacion;5;1a ;2004
LENGUA 8 EGB3.;Cano, Fernanda;sin informacion;5;1a ;2005
LENGUA 9 EGB 3.;Campos, Agustina;sin informacion;6;sin informacion;2005
AutoCAD 2000 ;sin informacion;User's Guide.;1;sin informacion;2000
Matemática 9 EGB3.;sin informacion;sin informacion;5;sin informacion;2005
Matemática 8 EGB3.;Aurucis, Patricia Inés;sin informacion;6;sin informacion;2005
Ciencias Sociales 8 EGB3.;sin informacion;sin informacion;6;1a ;2005
Ciencias Sociales 7 EGB3.;sin informacion;sin informacion;5;sin informacion;2005
Ciencias Naturales 8 EGB3.;Abellan, Karina;sin informacion;11;1a ;2005
Ciencias Naturales 7 EGB3.;Caro, Gabriela;sin informacion;5;sin informacion;2005
Lecturas para estudiantes 8o. año EGB ;sin informacion;leer por leer.;12;sin informacion;2004
Lecturas para estudiantes 2.;sin informacion;sin informacion;12;sin informacion;2004
Lecturas para estudiantes 3 ;sin informacion;leer por leer.;12;sin informacion;2004
Lecturas para estudiantes 4 ;sin informacion;leer por leer.;12;sin informacion;2004
CIENCIAS NATURALES 9 EGB 3.;Bazán, Marcelo Darío;sin informacion;5;sin informacion;2005
Lecturas para estudiantes 5 ;sin informacion;leer por leer.;12;sin informacion;2004
Harry Potter y la piedra filosofal.;Rowling, J. K;sin informacion;1;sin informacion;2004
El visitante.;Maritano, Alma;sin informacion;9;1a ;1998
Anatomía y fisiología del sistema nervioso.;Dos Santos Lara, José Ángel;sin informacion;1;19a ;1976
La jaula vacía.;Villafuerte, Carlos;sin informacion;1;14a ;1973
Platero y yo.;Jiménez, Juan Ramón;sin informacion;1;2a ;1981
New Let's Go for EGB! ;Elsworth, Steve;student's Book.;1;sin informacion;2000
Let's Go for EGB!;Elsworth, Steve;sin informacion;1;sin informacion;1996
Demografía y empleo.;sin informacion;sin informacion;1;sin informacion;2000
Reglamento de hándball.;sin informacion;sin informacion;3;sin informacion;2005
Inalterable documento.;Wilke, F. Ludwig;sin informacion;1;sin informacion;[19--]
LENGUA 8.;Marín, Marta;sin informacion;1;2a ;1997
Platero y yo.;Jiménez, Juan Ramón;sin informacion;1;5a ;1980
Un crimen secundario.;Birmajer, Marcelo;sin informacion;4;sin informacion;1994
Historia universal ;sin informacion;el Imperio Romano.;1;sin informacion;2004
Historia universal ;sin informacion;China y el Extremo Oriente.;1;sin informacion;2004
Historia universal ;sin informacion;Europa Medieval.;1;sin informacion;2004
Historia universal ;sin informacion;Mongoles y Nuevos Reinos Islámicos.;1;sin informacion;2004
Integración regional y asimetrías económicas.;Quintana, Humberto Leopoldo;sin informacion;1;sin informacion;1997
Notas y apuntes sobre Sistema de Posicionamiento Global (Navstar).;sin informacion;sin informacion;1;sin informacion;1995
Curso de capacitación y entrenamiento ;sin informacion;Sistema Navstar GPS.;1;sin informacion;1997
Incra Monograph 1 The Metallurgy of Copper ;Hultgren, Ralph;Selected Thermodynamic values and phase diagrams for Copper and some of its binary alloys.;1;sin informacion;1971
Diffusion rate data and mass transport phenomena for Copper Systems.;Butrymowicz, Daniel B;sin informacion;1;sin informacion;1977
E/MJ Operating Handbook of Mineral Processing.;Thomas, Richard;sin informacion;1;sin informacion;1977
Historia universal ;sin informacion;Aztecas, Mayas e Incas.;1;sin informacion;2004
Fábulas andinas.;Willka, Wanka;sin informacion;2;sin informacion;1999
Ñawpamanta Kunanman.;sin informacion;sin informacion;1;sin informacion;2004
Churqui Wayqo.;Willka, Wanka;sin informacion;1;sin informacion;2004
Biología 1.;Zarur, Pedro;sin informacion;4;14a ;1981
Biología 1.;Liserre de Telechea, María A;sin informacion;3;sin informacion;1994
Biología 1.;González, Adrián R;sin informacion;3;sin informacion;1994
Biología 1 ;Zarur, Pedro;los organismos vivientes y su ambiente.;2;24a ;1990
Biología 1 ;Zarur, Pedro;los organismos vivientes y su ambiente.;1;25a ;1990
Biología 1.;Zarur, Pedro;sin informacion;1;15a ;1984
Biología.;Dos Santos Lara, José Ángel;sin informacion;1;sin informacion;1967
Biología.;Pasquali, Luis A;sin informacion;3;5a ;[19--]
Ciencias Naturales 7 EGB 3 ;Mateu, Marina;biología.;1;sin informacion;1997
Biología 1 ;Aljanati, David;la vida en la Tierra.;1;1a ;1995
Biología 1 ;Botto, Juan L;los seres vivos y su ambiente.;1;2a ;1980
Biología 1 ;Botto, Juan L;los seres vivos y su ambiente.;1;la ;1979
Biología 1.;Vattuone, Lucy F. de;sin informacion;1;9a ;1984
Biología 1.;Vattuone, Lucy F. de;sin informacion;1;la ;1979
Biología 2 ;Zarur, Pedro;la diversidad de formas y unidad de patrones en los seres vivos.;1;1a ;1980
Naturaleza y propiedades de los suelos.;Buckman, Harry;sin informacion;1;1a ;l966
Biología 2 ;Zarur, Pedro;la diversidad de formas y unidad de patrones en los seres vivos.;2;11a ;1985
Biología 2 ;Zarur, Pedro;la diversidad de formas y unidad de patrones en los seres vivos.;1;10a ;1981
Biología 2.;Zarur, Pedro;sin informacion;2;7a ;1981
Historia universal ;sin informacion;nuevas potencias y Repúblicas Americanas.;1;sin informacion;2004
Historia universal ;sin informacion;la época de los Grandes Descubrimientos.;1;sin informacion;2004
Historia universal ;sin informacion;América Colonial y Monarquías Absolutas.;1;sin informacion;2004
Historia universal ;sin informacion;el Expansionismo Europeo.;1;sin informacion;2004
Historia universal ;sin informacion;la era de las revoluciones.;1;sin informacion;2004
Historia universal ;sin informacion;capitalismo e imperialismo.;1;sin informacion;2004
Historia universal ;sin informacion;Primera y Segunda Guerra Mundial.;1;sin informacion;2004
Biología 2 ;Dembo, Norma;la diversidad de los seres vivos.;1;sin informacion;1980
Biología ;Vattuone, Lucy F. de;la diversidad de formas y unidad de patrones en los seres vivos.;1;19a ;1995
Ciencias naturales y tecnología 5 EGB.;sin informacion;sin informacion;1;sin informacion;1996
Ciencias naturales y tecnología 6 EGB.;sin informacion;sin informacion;1;sin informacion;1996
Biología 2.;Pasquali, Luis A;sin informacion;1;3a ;1988
Biología 2.;Pasquali, Luis A;sin informacion;2;4a ;1992
Biología 2.;González, Adrián R;sin informacion;3;sin informacion;1994
Biología.;Villee, Claude A;sin informacion;1;3a ;1961
Biología ;Vattuone, Lucy F. de;funcionamiento, coordinación y continuidad de los seres vivos.;1;10a ;1988
Biología ;Vattuone, Lucy F. de;funcionamiento, coordinación y continuidad de los seres vivos.;1;4a ;1981
Historia universal ;sin informacion;Desarme y Nuevo Orden Mundial.;1;sin informacion;2004
Historia universal ;sin informacion;la Guerra Fría.;1;sin informacion;2004
Ser docente en Jujuy ;sin informacion;una encrucijada cotidiana(vol.II)segundo seminario interno.;2;sin informacion;2002
Una nueva mirada sobre Juana Azurduy de Padilla.;Herrero, Violeta;sin informacion;1;2a ;1998
La alfarería de Casira.;Rodríguez, Juan Carlos;sin informacion;1;sin informacion;2002
Geografía de la provincia de Jujuy.;Solari, Eulogio;sin informacion;4;1a , 2a reimpr.;1995
Arqueología ;Kulemeyer, Jorge Alberto;algunas cuestiones relativas a la recolección y presentación de hallazgos.;1;la ;1995
Ludi Magister ;Calvelo, Patricia;Ludendo discamus.;1;la ;2003
Jujuy en sus documentos ;Conti, Viviana;recopilación del Archivo Capitular de Ricardo Rojas.;4;1a ;1992
Anuario 99-03 ;sin informacion;Estadísticas Universitarias.;1;1a ;2004
Acerca de la fundación del Pueblo de San Pedro.;Sierra e Iglesias, Jobino Pedro;sin informacion;2;la ;1995
Chingoil Compani.;Accame, Jorge;sin informacion;2;la ;2000
El cuerpo como texto ;Garcés, Carlos Alberto;la problemática del castigo corporal en el siglo XVIII.;2;1a ;1999
Emoción de Jujuy (1952-1954).;Pereira, Miguel Ángel;sin informacion;2;2a ;1998
"Seminario interno ""La Construcción Social de los sujetos en la Provincia de Jujuy"".";Zoppi, Ana María;sin informacion;2;1a ;2001
La cuestión indígena en el Estado y la sociedad nacional ;Lagos, Marcelo;Gran Chaco 1870-1920.;1;1a ;2000
Corral de Piedras.;Llanes, Julio Alejandro;sin informacion;2;1a ;1998
Jujuy en la historia ;Conti, Viviana;cien años en imágenes.;1;1a ;[19--]
Oewpía.;Del Campo, Javier;sin informacion;1;sin informacion;2000
Plantas de interés ganadero de Jujuy y Salta, Noroeste Argentino.;Braun Wilke, Rolando H;sin informacion;4;sin informacion;1995
Las percepciones de la Romelia.;Villafañe, Leonor;sin informacion;1;la ;1998
Sujetos sociales y educación en Argentina hoy.;sin informacion;sin informacion;2;1a ;2001
Anatomía y fisiología ;Dembo, A;estudio del cuerpo humano.;3;14a ;[19--]
Biografías históricas de Jujuy.;Sánchez De Bustamante, Teófilo;sin informacion;2;1a ;1995
Pedro Krapovickas ;sin informacion;una antología. Tomo I:La Arqueología de la puna argentina.;1;1a ;2004
Los 15 dueños de la Pampa de San Pedro.;Sierra e Iglesias, Jobino Pedro;sin informacion;1;1a ;1997
Curso básico de estática.;Helfgot, Aarón;sin informacion;2;1a ;1974
Curso medio de Estática Gráfica.;Panseri, Enrique;sin informacion;3;2a ;1947
Un tiempo que se fue ;Sierra e Iglesias, Jobino Pedro;vida y obra de los hermanos Leach en el departamento de San Pedro, Provincia de jujuy (Argentina).;2;sin informacion;1998
Curso elemental de Estática Gráfica.;Panseri, Enrique;sin informacion;2;6a ;1975
Curso elemental de Estática Gráfica.;Panseri, Enrique;sin informacion;3;7a ;1984
Curso medio de Estática Gráfica.;Panseri, Enrique;sin informacion;2;12a ;1978
Introducción a la estática y resistencia de materiales.;Raffo, César Martín;sin informacion;8;5a ;1980
Curso medio de resistencia de materiales.;Panseri, Enrique;sin informacion;1;3a ;l953
Curso medio de resistencia de materiales.;Panseri, Enrique;sin informacion;1;1a ;1948
Mecánica de suelos en la ingeniería práctica.;Terzaghi, Karl;sin informacion;1;2a ;1958
Biología ;Pasquali, Luis A;enseñanza guiada y aprendizaje por redescubrimiento.;2;6a ;1995
Ciencias biológicas 3.;Lacreu, Laura Irene;sin informacion;2;sin informacion;1990
Episodios de la revolución.;Mitre, Bartolomé;sin informacion;1;sin informacion;1960
Manual del sobrestante de puentes y calzadas.;Heredia, Pedro;sin informacion;1;3a ;1946
Pirología ;Blanco García, Antonio;la utilización racional de los explosivos en obras públicas, minas y canteras, montes y agricultura y en la industria.;1;sin informacion;1958
Hormigón armado ;Loser, B;procedimiento de cálculo con tablas y ejemplos numéricos.;1;sin informacion;1952
Mining Development Promotion.;sin informacion;sin informacion;9;sin informacion;1992
A textbook of fire assaying.;Bugbee, Edward E;sin informacion;1;3rd ;1940
Organización del comercio y de la empresa.;Cholvis, Francisco;sin informacion;1;28a ;1987
Organización del comercio y de la empresa.;Cholvis, Francisco;sin informacion;2;29a ;1988
Fundición de hierro ;Navarro Alcacer, José;fundición gris de alto valor.;1;sin informacion;1947
Tablas para el trazado de curvas de ferrocarriles, caminos y canales.;Gaunin, Jules;sin informacion;1;sin informacion;1946
Manual para el trazado de ferrocarriles.;Fontaine Maury, Ricardo;sin informacion;1;sin informacion;1929
Curso de química industrial.;Lacorte, Carlos Gini;sin informacion;1;sin informacion;1940
Organización industrial.;Hornia, Juan Manuel;sin informacion;1;2a , aum. y actualizada;1971
Anatomía y fisiología del sistema nervioso.;Dos Santos Lara, José Ángel;sin informacion;3;18a ;1972
Anatomía y fisiología del sistema nervioso.;Dos Santos Lara, José Ángel;sin informacion;1;13a ;1968
Anatomía y fisiología del sistema nervioso.;Dos Santos Lara, José Ángel;sin informacion;1;11a ;1968
Costumbres, poemas y regionalismos.;Ramos, Fortunato;sin informacion;1;8a ;1995
Ciencias Naturales y Tecnología 3.;Merega, Herminia;sin informacion;3;1a ;1996
El libro de la sociedad en el tiempo y el espacio 8.;Jáuregui, Silvia ;sin informacion;1;1a ;1997
Malvinas, última frontera del colonialismo ;Rodríguez Berrutti, Camilo Hugo;hechos-legitimidad-opinión-documentos.;2;1a ;1975
Ciencias Naturales 9 EGB3.;sin informacion;sin informacion;1;la ;1997
Tratado de carpintería moderna.;Franck, John;sin informacion;3;sin informacion;1947
Curso práctico de edificación.;Primiano, Juan;sin informacion;6;15a ;1981
Manual universal de circuitos integrados.;Kenton, John;sin informacion;1;1a ;1979
Construcción de edificios.;Frick Knoll, Otto;sin informacion;2;sin informacion;1953
Análisis de metales ;sin informacion;métodos de control industrial.;1;sin informacion;1958
Métodos de análisis químico industrial.;Berl, Ernst;sin informacion;2;sin informacion;1949
Metalografía y tratamiento térmico de los metales.;Lajtin, Yu. M;sin informacion;1;2a ;1977
Vida humana (anatomía y fisiología) ;Vidal, Jorge;3er. año del Ciclo Básico.;1;15a ;1940
Ciencias Naturales EGB7.;sin informacion;sin informacion;1;1a ;2002
Ciencias Naturales EGB 8.;sin informacion;sin informacion;2;1a ;2002
Historia ;sin informacion;el mundo contemporáneo.;5;3a ;2002
Manual del aluminio.;sin informacion;sin informacion;1;sin informacion;[19--]
Aceros ;Bos, Héctor;obtención, elaboración, tratamientos térmicos.;1;sin informacion;1953
Tecnología de la madera ;sin informacion;primeras nociones, carpintería de taller, carpintería de armar y carpintería mecánica.;3;5a ;1965
Metalurgia y materiales para construcciones mecánicas.;Ferro, José Lucas A;sin informacion;5;sin informacion;1985
Ciencias naturales y tecnología 7 ;sin informacion;guía y recursos.;1;1a ;1997
El libro de la sociedad en el tiempo y el espacio 7.;sin informacion;sin informacion;1;3a ;1997
El libro de la sociedad en el tiempo y el espacio 7.;sin informacion;sin informacion;1;4a ;1998
Código de minería comentado.;sin informacion;sin informacion;5;5a ;1986
Instalaciones eléctricas.;Sobrevila, Marcelo Antonio;sin informacion;12;1a ;1982
Instalaciones eléctricas en las edificaciones.;Guerrero Fernández, Alberto;sin informacion;1;sin informacion;1992
Instalaciones eléctricas.;Sobrevila, Marcelo Antonio;sin informacion;1;2a ;1987
Historia ;sin informacion;el mundo contemporáneo.;1;1a ;2000
Constitución de la Nación Argentina.;sin informacion;sin informacion;31;5a ;1996
Historia ;Alonso, María Ernestina;la antigüedad y la sociedad feudal.;8;4a ;1996
Aritmética y álgebra III.;Alcántara, Lidia E;sin informacion;1;22a ;1979
Ciencias sociales 7 ;sin informacion;geografía, historia, formación ética y ciudadana.;2;1a ;1998
Tumbas de papel.;Guerrero, Agustín;sin informacion;1;1a ;2005
Ghost stories.;Basset, J;sin informacion;1;2nd ;2000
Julio César.;Shakespeare, William;sin informacion;1;sin informacion;[19--]
Historia del trabajo.;Barret, François;sin informacion;1;5a ;1961
La tradición intelectual argentina.;Rodó, José Enrique;sin informacion;3;sin informacion;1968
La biblioteca escolar.;Yuspa, Ilda Nelly;sin informacion;1;2a ;1970
Genio y figura de Baldomero Fernández Moreno.;Carilla, Emilio;sin informacion;1;2a ;1973
Historia del neutrón.;Hughes, Donald J;sin informacion;2;4a ;1977
Agua ;Davis, Kenneth S;espejo de la ciencia.;2;5a ;1977
Manual atlas Copco ;sin informacion;técnica del aire comprimido.;1;1a ;[19--]
Hernán Cortés.;Madariaga, Salvador de;sin informacion;1;10a ;1991
Paint Shop Pro 5 ;sin informacion;guía del usuario.;1;sin informacion;1998
El túnel.;Sábato, Ernesto;sin informacion;1;11a ;1996
La metamorfosis y otros relatos.;Kafka, Franz;sin informacion;1;sin informacion;2003
Migración y marginalidad en la sociedad argentina.;Margulis, Mario;sin informacion;1;sin informacion;[19--]
El origen del conocimiento moral.;Brentano, Francisco;sin informacion;1;2a ;1941
Educación superior ;sin informacion;¿bien público o bien de mercado?;1;1a ;2005
El mundo, América, la Argentina ;Vázquez de Fernández, Silvia;desde el siglo XV hasta fines del siglo XIX.;3;sin informacion;l998
Poesía lírica del siglo XX ;sin informacion;España e Hispamoamérica.;1;sin informacion;1972
Poesía social del siglo XX ;sin informacion;España e Hispanoamérica.;1;sin informacion;1971
