autor;titulo_libro;subtitulo_libro;cantidad_ejemplar;libro_edicion;año_publicacion;biblioitemnumber
"Monsen, R. Joseph";"Introduction to business readings.";;1;1a.ed.;1967.;279
"Rotman, Edgardo";"Los fraudes al comercio y la industria.";;1;1a.ed.;1974.;280
"Owes, Edgar";"Reconsideración de la teoría del desarrollo.";;1;1a.ed.;1972.;281
"Taussig, F.W.";"Principios de economía.";;1;1a.ed.;1951.;282
"Ritter, Lawrence S.";"Money and economic activity : ";"readings in money and banking.";1;2da.ed.;1961.;283
"Zeuthen, F";"Teoria y método en economía.";;1;1ra.ed.;1960.;284
"Glasser, Ralph";"Principios y fundamentos de marketing.";;1;1ra.ed.;1968.;285
"Marin, Isidoro";"La programación lineal en el proceso de decisión.";;1;1ra.ed.;1966.;286
"Ferrater Mora, José";"Diccionario de filosofía.";;1;4ta.ed.;1958.;287
"Chase, Stuart";"El estudio de la humanidad.";;1;1ra.ed.;1956.;288
"Beirne, Joseph A.";"Nuevos horizontes del trabajador norteamericano.";;1;1ra.ed.;1964.;289
"Rodwin, Lloyd";"La metrópoli del futuro.";;1;1ra.ed.;1964.;290
"Pound, Roscoe";"Evolución de la libertad.";;1;1ra.ed.;1964.;291
"Gonzalez Navarro, José";"Democracia y sindicalismo.";;1;1ra.ed.;1964.;292
"Korner, Stephan";"Introducción a la filosofía de la matemática.";;1;1ra.ed.;1967.;293
"Menne, Albert";"Introducción a la lógica.";;1;1ra.ed.;1969.;294
"Penniman, Howard R.";"El proceso político norteamericano.";;1;1ra.ed.;[1962].;295
"Mannheim, Karl";"Diagnóstico de nuestro tiempo.";;1;1ra.ed.;1966.;296
"Kassalow, Everett M.";"Sindicatos e industrias.";;1;1ra.ed.;1969.;297
"Moreno, Alberto";"Ejercicios de lógica.";;1;2da.ed.;1973.;298
"Durant, Will";"Filosofía, cultura y vida.";;1;1ra.ed.;1945.;299
"Decraene, Philippe";"El panafricanismo.";;1;1ra.ed.;1959.;300
"Benton, William";"La voz de la América Latina.";;1;1ra.ed.;1963.;301
"Morgan, Murray";"Medicos para el mundo : ";"de Perú a Ginebra.";1;1ra.ed.;1958.;302
"Hostos, Eugenio M.";"Moral social.";;1;1ra.ed.;1950.;303
"Allix, André";"Manual de geografía general : ";"física, humana y económica.";1;2da.ed.;1956.;304
"Case, Earl C.";"Goegrafía general, regional y económica.";;1;1ra.ed.;1949.;305
"Zimmerman, Erich W.";"Recursos e industrias del mundo.";;1;1ra.ed.;1957.;306
"Thoman, Richard S.";"Geografia de la actividad económica : ";"Introducción a un estudio mundial.";2;1ra.ed.;[2003].;307
"Jones, Clarence Fielden";"Geografía económica.";;1;3ra.ed.;1955.;308
;"Balance de un siglo 1886-1986.";;2;1ra.ed.;1986.;309
;"Cincuentenario del Banco Central de la República Argentina : ";1935-1985.;1;1ra.ed.;1986.;310
"Celdeiro, Ernesto Carlos";"Manual teórico-práctico de procedimiento tributario en el orden federal.";;1;1ra.ed.;1987.;311
;"Bogo, Frischknecht, O'Donell y Steinberg critican a Levy.";;2;1ra.ed.;1980.;312
"Van Horne, James C.";"Administración Financiera.";;1;9na.ed.;1993.;313
"Di Marco, Luis Eugenio";"Es posible una economía humana? : ";"base para una revisión del análisis económico clásico.";1;1ra.ed.;1982.;314
"Rojo, Armando O.";Algebra.;;1;1ra.ed.;1973.;315
"Cholvis, Francisco";"Tratado de organización, costos y balances.";;1;2da.ed.;1965.;316
;"Memoria anual.";;1;1ra.ed.;1985.;317
;"Anales de VI convención nacional de Consejos Profesionales de Ciencias Económicas de la República Argentina.";;1;1ra.ed.;1961.;318
;"Normativa uniforme sobre oferta pública de títulos valores.";;1;1ra.ed.;s.d..;319
;"Ordenamiento jurídico de la integración económica regional en América Latina.";;1;1ra.ed.;1986.;320
;"Nuevas fuentes de energía : ";"situación y perspectivas de desarrollo y cooperación.";1;1ra.ed.;1983.;321
;"Premio intal 1985.";;1;1ra.ed.;1986.;322
;"El proceso de integración en América Latina en 1981.";;1;1ra.ed.;1982.;323
;"El proceso de integración en América Latina en 1982.";;1;1ra.ed.;1983.;324
;"El proceso de integración en América LAtina en 1983.";;1;1ra.ed.;1983.;325
;"El proceso de integración en América LAtina en 1984.";;1;1ra.ed.;1985.;326
;"Evaluación y perspectiva de la integración económica en América Latina.";;2;1ra.ed.;1984.;327
;"Primeras jornadas sobre política de legislación de seguros y reaseguros.";;2;1ra.ed.;1993.;328
"Otonello, Susana";"Introducción a la matemática.";;1;1ra.ed.;1993.;329
"Ferreyra, Edgardo A.";"Principales efectos de la contratación civil.";;1;1ra.ed.;1978.;330
"Rivera, Julio César";"Habilitación de edad.";;1;1ra.ed.;1978.;331
Aristoteles;"De Anima.";;1;1ra.ed.;1969.;332
"Nieto Blanc, Ernesto E";"Curso de derecho civil.";;2;1ra.ed.;1981.;333
"Canal Feijoo, Bernardo";"Fundación y frustración en la historia argentina.";;1;1ra.ed.;1978.;334
"De Vedia, Agustín";"Derecho constitucional y administrativo : ";"instituciones de derecho público.";1;6ta.ed.;1984.;335
"William, Jorge N";"Los contratos preparativos : ";"su incidencia en el derecho comercial.";1;1ra.ed.;1978.;336
"Silenzi De Stagni, Adolfo";"El nuevo derecho del mar, controversias entre las potencias navales y el tercer mundo.";;1;1ra.ed.;1976.;337
;"Pautas para la evaluación de proyectos.";;12;1ra.ed.;1972.;338
"Fowler Newton, Enrique";"Contabilidad básica.";;10;1ra.ed.;1977.;339
"Harvey, Edwin R.";"Estado y cultura : ";"política cultural de los poderes públicos en el  mundo occidental.";3;1ra.ed.;1980.;340
"Murillo Oporto, Mario";"Elementos de estadística para la preparación y evaluación de proyectos.";;2;3ra.ed.;1990.;341
"Escasany, Eduardo J.";"Discurso de apertura del presidente de ADEBA.";;1;1ra.ed.;1994.;342
"Fernandez Vázquez, Emilio";"Diccionario de derecho público, administrativo, constitucional y fiscal.";;6;1ra.ed.;1981.;343
"Treber, Salvador";"La empresa estatal argentina : ";"su gestión económica financiera.";6;1ra.ed.;1968.;344
"Conover, W.J.";"Practical nonparametric statistics.";;2;2da.ed.;1980.;345
;"Estrategias de desarrollo e integración en el grupo andino.";;1;1ra.ed.;1985.;346
"Ondarts, Guillermo";"Compras estatales e integración económica.";;1;1ra.ed.;1982.;347
;"La consultoría en los países de la ALADI.";;2;1ra.ed.;1984.;348
"Sourruille, Juan V.";"Inversiones extranjeras en América Latina en 1984.";;1;1ra.ed.;1984.;349
;"Encuentro empresarial Chileno-Argentino.";;1;1ra.ed.;1985.;350
;"Exenciones arancelarias e integración.";;1;1ra.ed.;1986.;351
;"Los países de menor desarrollo económico relativo y la integración  en América Latina.";;2;1ra.ed.;1984.;352
;"Estudio de transporte en la región amazónica y en el Alto Paraguay.";;1;1ra.ed.;s.d..;353
"Sarmiento García, Jorge H";"Procesos de integración y MERCOSUR.";;1;1ra.ed.;1994.;354
"Zamora, Fernando Marcelo";"Código de Comercio.";;2;1ra.ed.;1994.;355
"Ferreyra, Rubén H.";"Participación del contador en el juicio sucesorio.";;3;1ra.ed.;1980.;356
;"El ideario americano : ";"recopilación de documentos.";2;1ra.ed.;1982.;357
"Samuelson, Paul Anthony";"Curso de economía moderna : ";"una descripción analítica de la realidad económica.";2;9na.ed.;1961.;358
"Marin, Isidoro";"La programación lineal en el proceso de decisión.";;2;2da.ed.;1977.;359
"Marin, Isidoro";"La programación lineal : ";"conceptos y aplicaciones.";3;1ra.ed.;1981.;360
"Drovetta, Susana Mabel";"Dirección de la salud.";;1;1ra.ed.;1992.;361
"Smith, Elizabet A.";"Manual de productividad : ";"métodos y actividades para involucrar a empleados en el mejoramiento de la productividad.";1;1ra.ed.;1993.;362
"Cotliar, Jorge E.";"Programación por camino crítico en sistemas de administración.";;1;1ra.ed.;1979.;363
"Solanet, Manuel A";"Evaluación económica de proyectos de inversión.";;3;1ra.ed.;1975.;364
"Gonzalez Gale, José";"Probabilidades y diferencias finitas.";;2;1ra.ed.;1970.;365
"Collazo, Oscar Juan";"Administración pública.";;15;1ra.ed.;1981.;366
"Bogo, Héctor Mario";"Desiciones en comercialización : ";"teoría y técnica.";6;2da.ed.;1975.;367
"Claret De Voogd, Lilia";"La organización mundial y la paz.";;1;1ra.ed.;1970.;368
"Dorfman, Miguel";"La reforma económica y sus resultados 1989-1993.";;3;1ra.ed.;s.f..;369
"Zimmerman, Erich W";"Introducción a los recursos mundiales.";;3;1ra.ed.;1966.;370
"Lavia, Osvaldo N.";"Manual de IVA.";;1;1ra.ed.;1980.;371
"Schindel, Ángel";"Ajuste impositivo por inflación.";;3;1ra.ed.;1979.;372
"Noli, Roberto R.";"El régimen fiscal y las sociedades de capital.";;2;1ra.ed.;1971.;373
"Jarach, Dino";"Curso de derecho tributario.";;4;3ra.ed.;1980.;374
"Munier, Nolberto Juan";"PERT - CPM y técnicas relacionadas.";;1;5ta.ed.;1981.;375
"Recondo, Gregorio";"Sociología y Ciencias Sociales : ";"iniciación a la sociología.";3;1ra.ed.;1971.;376
"Saroka, Raúl Horacio";"Glosario de informática.";;1;1ra.ed.;1984.;377
;"Seminario EDI' 90 agrario. Intercambio electrónico de datos : ";"aspectos técnicos y jurídicos.";2;1ra.ed.;1991.;378
"Rubio, Valentín";"Manual de asignaciones familiares.";;8;1ra.ed.;1979.;379
"Borda, Guillermo A";"Manual de contratos.";;2;10ma.ed.;1980.;380
;"Leyes laborales : ";"parte general.";4;2da.ed.;1980.;381
;"Leyes laborales : ";"parte especial.";5;2da.ed.;1980.;382
"López Santiso, Horacio";"Ensayos sobre técnica contable.";;4;1ra.ed.;1974.;383
"Rubio, Valentín";"Legislación laboral y previsional : ";"leyes, decretos y jurisprudencia.";6;1ra.ed.;1980.;384
"Rubio, Valentín";"El despido : ";"aspectos teóricos y prácticos.";6;1ra.ed.;1981.;385
"Verón, Alberto Víctor";"Sociedades anónimas de familia.";;2;1ra.ed.;1979.;386
"Verón, Alberto Víctor";"Sociedades anónimas de familia.";;2;1ra.ed.;1979.;387
"Verón, Alberto Víctor";"Sociedades anónimas de familia.";;2;1ra.ed.;1979.;388
"Raimondi, Carlos A.";"El nuevo impuesto al valor agregado.";;10;1ra.ed.;1980.;389
"Samuelson, Paul Anthony";"Curso de economía moderna : ";"una descripción analítica de la realidad económica.";2;14ta.ed.;1966.;390
"Samuelson, Paul Anthony";"Curso de economía moderna : ";"una descripción analítica de la realidad económica.";1;15ta.ed.;1967.;391
"Samuelson, Paul Anthony";"Curso de economía moderna : ";"una descripción analítica de la realidad económica.";13;16ta.ed.;1970.;392
"Van Horne, James C.";"Fundamentos de administración finaciera.";;4;1ra.ed.;1979.;393
"Van Horne, James C.";"Administración financiera.";;6;1ra.ed.;1976.;394
"Carlevari, Isidro J.F.";"Geografía económica Mundial y Argentina.";;15;3ra.ed.;1980.;395
"Carlevari, Isidro J.F.";"Geografía económica Mundial y Argentina.";;3;2da.ed.;1976.;396
"Lazzati, Santiago C.";"Contabilidad e inflación.";;11;1ra.ed.;1978.;397
"Gist, Ronald R.";"Mercadotecnia : ";"introducción y principios.";2;1ra.ed.;1973.;398
"Vázquez Vialard, Antonio";"Derecho del trabajo y seguridad social.";;5;2da.ed.;1981.;399
"Vázquez Vialard, Antonio";"Derecho del trabajo y seguridad social.";;5;2da.ed.;1981.;400
"Reig, Enrique Jorge";"Impuesto a las ganancias.";;1;7ma.ed.;1979.;401
"Reig, Enrique Jorge";"Impuesto a las ganancias.";;3;7ma.ed.;1979.;402
"Reig, Enrique Jorge";"Impuesto a las ganancias.";;3;7ma.ed.;1979.;403
"Borda, Guillermo A";"Manual de derecho civil : ";"parte general.";2;8va.ed.;1976.;404
"Borda, Guillermo A";"Manual de derecho civil : ";"parte general.";6;9na.ed.;1979.;405
"Borda, Guillermo A";"Manual de derecho civil : ";"parte general.";2;10ma.ed.;1981.;406
"Gambetta, Oscar A.";"Introducción al control empresario : ";"en las posiciones operacional, comercial, económica y financiera.";6;1ra.ed.;1966.;407
"Parro, Nereo Roberto";"Presupuesto base cero.";;2;1ra.ed.;1981.;408
"Maino, Gerardo H.";"La empresa agropecuaria.";;14;1ra.ed.;1980.;409
;"Evolución de la delincuencia terrorista en la Argentina.";;2;1ra.ed.;1979.;410
"Perel, Vicente L.";"Organización y control de empresas.";;2;2da.ed.;1968.;411
"Perel, Vicente L.";"Organización y control de empresas.";;11;4ta.ed.;1971.;412
"Luchessa, Héctor";"Diagnóstico : ";"evaluación sistemática de los problemas de la empresa.";3;1ra.ed.;1973.;413
"Zaldivar, Enrique";"Cuadernos de derecho societario : ";"aspectos jurídicos generales.";4;1ra.ed.;1973.;414
"Zaldivar, Enrique";"Cuadernos de derecho societario : ";"sociedades por partes de interés y por cuotas.";6;1ra.ed.;1973.;415
"Zaldivar, Enrique";"Cuadernos de derecho societario : ";"aspectos jurídicos generales";1;2da.ed.;1980.;416
"Zaldivar, Enrique";"Cuadernos de derecho societario : ";"sociedades por partes de interés y por cuotas.";1;2da.ed.;1980.;417
"Senderovich, Isaac Aizik";"Presupuesto base cero : ";"método y bases de aplicación con un estudio de la más avanzada experiencia existente en el mundo.";5;1ra.ed.;1981.;418
"Salvatore, Dominick";"Teoría y problemas de microeconomía.";;11;1ra.ed.;1978.;419
"Saroka, Raúl Horacio";"Los organigramas : ";"diseño e interpretación.";16;1ra.ed.;1971.;420
"Pereira Pinto, Juan Carlos";"Breve historia económica y social : ";"desde la caida del imperio de occidente hasta la crisis de 1929.";2;1ra.ed.;1968.;421
"Pereira Pinto, Juan Carlos";"Breve historia económica y social : ";"desde la caida del imperio de occidente hasta la crisis de 1929.";2;2da.ed.;1974.;422
"Pereira Pinto, Juan Carlos";"Breve historia económica y social : ";"desde la antiguedad hasta la crisis energética de 1974";21;3ra.ed.;1977.;423
"Pereira Pinto, Juan Carlos";"Aspectos dela historia económica de la República Argentina durante los últimos setenta años (1900-1971)";;10;1ra.ed.;1973.;424
"Cibotti, Ricardo";"El sector público en la planificación del desarrollo.";;2;1ra.ed.;1970.;425
"Cibotti, Ricardo";"El sector público en la planificación del desarrollo.";;4;4ta.ed.;1975.;426
"Raimondi, Carlos A.";"El impuesto a las ganancias.";;7;1ra.ed.;1982.;427
"Fowler Newton, Enrique";"Cuestiones contables fundamentales.";;26;1ra.ed.;1982.;428
"Kandel, Pablo";"Claves en la economía argentina 1810-1983.";;2;1ra.ed.;1983.;429
"Dromi, José Roberto";"Derecho administrativo económico.";;12;1ra.ed.;1977.;430
"Dromi, José Roberto";"Derecho administrativo económico.";;8;1ra.ed.;1979.;431
"Dromi, José Roberto";"Instituciones de derecho administrativo.";;31;1ra.ed.;1973.;432
"Bunge, Mario";"La ciencia : ";"su método y su filosofía.";5;1ra.ed.;1981.;433
"Bisang, Roberto";"Las actividades de investigación en las Universidades Nacionales.";;1;1ra.ed.;1995.;434
;"Jornadas de investigación y trabajo científico y técnico.";;1;1ra.ed.;1996.;435
;"Quintas jornadas de investigación y trabajo científico y técnico.";;1;1ra.ed.;1996.;436
;"Collins : ";"diccionario Español-Inglés,Inglés-Español.";2;2da.ed.;1994.;437
"Calvet Segui, Juan";"Diccionario términos y conceptos más usuales en mecanización administrativa : ";"inglés, francés, español.";1;1ra.ed.;1968.;438
;"Anales : ";"año académico 1992.";1;1ra.ed.;1992.;439
;"Anales de la Academia Nacional de Derecho y Ciencias Sociales de Córdoba : ";"año académico 1995.";1;1ra.ed.;1995.;440
;"Guía de instituciones que revelan o recopilan estadísticas de Mendoza.";;1;1ra.ed.;1980.;441
"Gil, Juan Ángel";"Historia de la Asociación Interamericana de Contabilidad.";;1;1ra.ed.;s.f..;442
;"Institutos, programas, servicios : ";"temas de investigación en desarrollo.";1;1ra.ed.;1982.;443
"Apel, Karl Otto";"Estudios éticos.";;1;1ra.ed.;1986.;444
"Bunge, Mario";"Causalidad : ";"el principio de causalidad en la ciencia moderna.";2;3ra.ed.;1972.;445
"Garcia Morente, Manuel";"Lecciones preliminares de filosofía.";;2;16ta.ed.;1973.;446
"Marias, Julián";"Historia de la filosofía.";;1;13ra.ed.;1960.;447
"Reichenbach, Hans";"La filosofía científica.";;2;2da.ed.;[19--].;448
"Romero, Francisco";"Lógica y nociones de teoría del conocimiento.";;1;11ra.ed.;1948.;449
"Romero, Francisco";"Lógica e introducción a la problemática filosófica.";;3;1ra.ed.;1973.;450
"Romero, Francisco";"Lógica e introducción a la problemática filosófica.";;2;2da.ed.;1975.;451
"Romero, Francisco";"Lógica y nociones de teoría del conocimiento.";;1;16ta.ed.;1958.;452
"Fatone, Vicente";"Lógica e introducción a la filosofía.";;3;9na.ed.;1969.;453
"De Gortari, Eli";"Iniciación a la lógica.";;7;1ra.ed.;1969.;454
"Copi, Irving M";"Introducción a la lógica.";;4;23ra.ed.;1981.;455
"Copi, Irving M";"Introducción a la lógica.";;1;21ra.ed.;1980.;456
"Copi, Irving M";"Introducción a la lógica.";;2;7ma.ed.;1969.;457
"Copi, Irving M.";"Introducción a la lógica.";;1;9na.ed.;1970.;458
"Copi, Irving M";"Introducción a la lógica.";;1;2da.ed.;1964.;459
"Copi, Irving M";"Introducción a la lógica.";;1;30ma.ed.;1987.;460
"Viet, Jean";"Los métodos estructuralistas en las ciencias sociales.";;4;1ra.ed.;1965.;461
"Moreno, Alberto";"Lógica matemática : ";"antecedentes y fundamentos.";7;3ra.ed.;1981.;462
"Hessen, Johannes";"Teoría del conocimiento.";;2;6ta.ed.;1963.;463
"Gomez, Ricardo J.";"Las teorías científicas : ";"desarrollo, estructura, fundamentación.";1;1ra.ed.;1977.;464
"Russell, Bertrand";"Nuestro conocimiento del mundo externo : ";"como un campo para el método ciéntifco en la filosofía.";1;1ra.ed.;1946.;465
"Cafiero, Antonio";"Desarrollo humano :";"Un diálogo con la economía y las ciencias sociales";1;1ra.ed.;1995.;466
"Barbieri, Lázaro";"Introducción al estudio de la sociología.";;1;1ra.ed.;1973.;467
"Santamaria, Daniel J.";"Guía de lecturas para introducción a las ciencias sociales.";;10;1ra.ed.;1997.;468
"Cabrerizo Plaza, Jesús";"El futuro anticipado : ";"sociedad tecnológica y medios de comunicación.";1;1ra.ed.;1986.;469
"Barbieri, Lázaro";"Sociología del trabajo : ";"introducción al conocimiento de la estructura social del trabajo humano.";1;1ra.ed.;1975.;470
"Jackson, J.A.";"Estratificación social.";;1;1ra.ed.;1971.;471
"Imaz, José Luis De";"Los que mandan.";;6;11ra.ed.;1977.;472
"Suarez, Francisco M.";"Los economistas argentinos : ";"el proceso de institucionalización de nuevos profesionales.";1;1ra.ed.;1973.;473
"Bresciani Turroni, C";"Curso de economía política.";;2;1ra.ed.;1960.;474
"Perroux, Francois";"La economía del siglo XX.";;1;1ra.ed.;1964.;475
"Becker, Gary S";"Teoría económica.";;5;1ra.ed.;1977.;476
;"Ponencias libres : ";"periodos de sesiones 43.";1;1ra.ed.;1981.;477
;"Ponencias libres : ";"periodo de sesiones 43.";1;1ra.ed.;1981.;478
;"Censo nacional económico 1974 : ";"total del país; industria; resultados definitivos.";3;1ra.ed.;1975.;479
;"Estadísticas de exportación de los países de la Aladi 1980-1982.";;2;1ra.ed.;1983.;480
;"Estadísticas de intercambio comercial de los paises latinoamericanos 1980-1984.";;1;1ra.ed.;1985.;481
;"Estadísticas de intercambio comercial de los países latinoamericanos 1980-1983.";;1;1ra.ed.;1984.;482
;"La pobreza en la Argentina : ";"indicadores de necesidades básicas e insatisfechs a partir de los datos del  censo nacional ...";1;1ra.ed.;1984.;483
;"La actividad estadística en la República Argentina 1950-1983.";;1;1ra.ed.;1983.;484
" Vázquez Presedo, Vicente";"Estadísticas históricas argentinas (comparadas)";;5;1ra.ed.;1971.;485
"Vazquez Presedo, Vicente";"Estadísticas históricas argentinas (comparadas)";;5;1ra.ed.;1971.;486
"Dudley Stamp, Laurence";"Población mundial y recursos naturales : ";"nuestro mundo en desarrollo.";1;1ra.ed.;1966.;487
;"El proceso de integración en América Latina en 1985.";;1;1ra.ed.;1986.;488
;"Reunión centroamericana sobre compras del estado y exportación de servicios, real en San José de Costa Rica del 27 al 30 de noviembre de 1983.";;1;1ra.ed.;1983.;489
"Gordillo, Agustín A.";"Planificación, participación y libertad en el proceso de cambio.";;5;1ra.ed.;1973.;490
"Demicheli, Alberto";"Formación nacional argentina.";;1;1ra.ed.;1971.;491
"Barros De Castro, Antonio";"Introducción a la economía : ";"enfoque estructuralista.";2;3ra.ed.;1970.;492
"Bresciani Turroni, C";"Curso de economía política.";;2;1ra.ed.;1960.;493
"Benham, Frederic";"Curso superior de economía.";;1;1ra.ed.;1959.;494
"Barros De Castro, Antonio";"Introducción a la economía : ";"enfoque estructuralista.";4;28va.ed.;1978.;495
"Barros De Castro, Antonio";"Introducción a la economía : ";"enfoque estructuralista.";2;37ma.ed.;1982.;496
"Ackley, Gardner";"Teoría macroeconómica.";;19;1ra.ed.;1978.;497
"Barros De Castro, Antonio";"Introducción a la economía : ";"un enfoque estructuralista.";3;39na.ed.;1982.;498
