LISTADO DE LIBROS DE LA BIBLIOTECA DE LA FACULTAD DE CIENCIAS ECONOMICAS		
Autor	Titulo de libro	Cant Ejemplar
Duverger, Maurice	Sociología de la política :	1
Carlino, Bernardo	Macroeconomía al alcance de todos.	1
Bowden, Elbert V.	Principles of economics :	1
Boulding, Kenneth E.	Análisis económico.	2
Case, Karl E	Fundamentos de economía.	2
Barre, Raymond	Economía política.	1
Barre, Raymond	Economía política.	2
Barre, Raymond	Economía política.	4
Barre, Raymond	Economía política.	2
Mansfield, Edwin	Microeconomía :	1
Mansfield, Edwin	Microeconomía :	6
Hirshleifer, Jack	Microeconomía :	2
Gandur, Antonio	Microeconomía al alcance de todos.	1
Ferguson, C. E	Teoría microeconomica.	1
Ferguson, C. E	Teoría microeconomica.	43
Gonzalez, Norberto	Introducción al estudio del ingreso nacional.	1
Gonzalez, Norberto	Introducción al estudio del ingreso nacional.	1
Gonzalez, Norberto	Introducción al estudio del ingreso nacional.	8
Lipsey, Richard G	Introducción a la economía positiva.	7
Lipsey, Richard G	Introducción a la economía positiva.	10
Levi, Maurice	La economía descifrada :	1
	Flexibilización del mercado laboral y crecimiento económico.	2
Lindert, Peter H	International economics.	1
Henderson, James M	Teoría microeconómica :	2
Fernández Pol, Jorge Eduardo	Economía teórica :	1
Friedman, Milton	Tyranny of the status quo.	1
Dornbusch, Rudiger	Macroeconomía.	6
Sachs, Jeffrey D	Macroeconomía en la economía global.	2
Koutsoyiannis, A	Microeconomía moderna.	8
Toffler, Alvin	La tercera ola.	1
Varian, Hal R	Análisis microeconómico.	5
Lajugie, Joseph	Los sistemas económicos.	18
Lajugie, Joseph	Los sistemas económicos.	9
Lajugie, Joseph	Los sistemas económicos.	1
Lajugie, Joseph	Los sistemas económicos.	4
Giordano, Osvaldo	Riesgos del trabajo :	1
Giordano, Osvaldo	Riesgos del trabajo :	1
Johnston, Jack	Método de econometría.	2
	Un trabajo para todos :	2
Donnelly, Austín S.	The Three Rs of investing :	1
Heckscher, Charles	El nuevo sindicalismo :	1
Roll, Eric	Historia de las doctrinas económicas.	3
Meade, James Edward	El balance de pagos.	3
Porto, Guido G.	Ahorro e inversión en el proceso de crecimiento económico.	1
Crosse, Howard D.	Administración bancaria.	1
Lerner, Abba P.	Map :	1
Fernandez Pol, Jorge Eduardo	Inflación recesiva :	1
Santangelo, Rodolfo Arturo M.	Política cambiaria y crecimiento.	1
	La economía social en la argentina y el mundo.	1
	Universidad y cooperativismo.	1
Carracedo, Orlando	Economía social agraria :	1
Lavin Higuera, Javier	Cómo pronosticar la devaluación con exactitud :	1
Jarach, Dino	Finanzas públicas y derecho tributario.	5
Jarach, Dino	Finanzas públicas y derecho tributario.	1
Martín, José María	Introducción a las finanzas públicas.	1
Due, John F	Análisis económico de los impuestos y del sector público.	2
Ale, Miguel Ángel	Manual de contabilidad gubernamental.	5
Atchabahian, Adolfo	Curso de contabilidad pública.	16
Atchabahian, Adolfo	Régimen jurídico de la gestión y el control en la hacienda pública.	13
Díaz Sieiro, Horacio P	Procedimiento tributario :	3
Edwards, Carlos Enrique	Regimen penal tributario :	2
Díaz, Vicente Oscar	La seguridad jurídica en los procesos tributarios.	2
Dalmasio, Adalberto Raúl	Nuevo ajuste impositivo por inflación.	3
Calcagno, Alfredo Eric	Estructura y funciones actuales de los organismos internacionales, finacieros y económicos.	2
Giuliani Fonrouge, Carlos M	Procedimiento tributario .	5
García Vizcaino, Catalina	El procedimiento ante el Tribunal Fiscal de la Nación y sus instancias superiores :	2
Martner, Gonzalo	Planificación y presupuesto por programas.	1
	Sistema financiero internacional :	2
Celdeiro, Ernesto Carlos	Procedimiento tributario :	3
Celdeiro, Ernesto Carlos	Procedimiento tributario :	3
Celdeiro, Ernesto Carlos	Procedimiento tributario :	1
Ángel, Dionisio A	Teoría de la tributación.	3
Bulit Goñi, Enrique G	Impuesto sobre los ingresos brutos.	3
García Belsunce, Horacio A	Temas de derecho tributario.	6
	Impuestos nacionales 1991.	1
	Impuestos nacionales 19 :	4
	Impuestos nacionales 1982.	2
	Impuestos nacionales 18.	6
	Impuestos nacionales 18.	5
Castro, Juan Pedro	Impuesto sobre los beneficios eventuales.	1
Castro, Juan Pedro	Reforma tributaria 1985/86.	8
	ERREPAR consultor de legislación, jurisprudencia y doctrina :	1
	ERREPAR consultor de legislación, jurisprudencia y doctrina :	1
	ERREPAR consultor de legislación, jurisprudencia y doctrina :	1
	ERREPAR consultor de legislación, jurisprudencia y doctrina :	1
	ERREPAR consultor de legislación, jurisprudencia y doctrina :	1
	ERREPAR consultor de legislación, jurisprudencia y doctrina :	1
	ERREPAR consultor de legislación, jurisprudencia y doctrina :	1
	ERREPAR consultor de legislación, jurisprudencia y doctrina.	1
	ERREPAR consultor de legislación, jurisprudencia y doctrina.	1
	ERREPAR consultor de legislación, jurisprudencia y doctrina :	1
	ERREPAR consultor de legislación, jurisprudencia y doctrina :	1
	ERREPAR consultor de legislación, jurisprudencia y doctrina :	2
	ERREPAR consultor de legislación, jurisprudencia y doctrina :	1
	ERREPAR consultor de legislación, jurisprudencia y doctrina :	1
Reig, Enrique Jorge	Impuesto a las ganancias :	3
Reig, Enrique Jorge	Impuesto a las ganancias, estudio teórico práctico de la ley argentina a la luz de la teoría general del impuesto a la renta.	2
Drohobycki, Marta Beatriz	Impuesto a las ganancias, doctrina y práctica.	2
	Reforma fiscal y crecimiento económico, discursos y documentos técnicos.	2
Soler, Osvaldo H	Nuevo proceso penal tributario.	1
Mc Ewan, Héctor C.	Impuesto al valor agregado :	3
Manassero, Carlos J	Impuestos sobre los capitales :	3
Juano, Manuel De	Anteproyecto de código tributario interamericano.	3
Navarrine, Susana Camila	Presunciones y ficciones en el derecho tributario :	4
Martin, José María	Derecho tributario procesal.	1
Martin, José María	Derecho tributario general.	2
Martin, José María	Derecho tributario general.	1
Claval, Paul	Geografía económica.	2
Gonzalez, Daniel Marcelo	Reestructuración de la banca oficial :	1
Giuliani Fonrouge, Carlos M	Impuesto a la circulación económica :	3
Berz, Cristina Noemí	Deuda externa :	1
Giuliani Fonrouge, Carlos M.	Tasas judiciales :	3
Castro, Juan Pedro	Impuesto al valor agregado actualizado al 30 de marzo de 1982.	1
Bonacina, César A.	El ahorro en la Argentina.	1
Dorfman, Adolfo	Historia de la industria en la Argentina.	8
Kosacoff, Bernardo	La industria Argentina :	1
	Informe argentino sobre desarrollo humano 1995.	1
	Informe argentino sobre desarrollo humano 1996.	1
	Informe argentino sobre desarrollo humano en la provincia de Buenos Aires 1996.	1
Torres Lacroze, Federico A.	Manual de introducción al derecho.	15
Lago, Armando V	Teoría de los precios.	1
Kliksberg, Bernardo	¿Cómo enfrentar la pobreza? :	3
Kliksberg, Bernardo	Pobreza :	3
Garcia Valdez, Ernesto	Derecho y filosofía.	1
Quiroga Lavié, Humberto	Los derechos públicos subjetivos y la participación social.	1
Nino, Carlos Santiago	Fundamentos de derecho constitucional :	2
Pérez Guilhou, Dardo	Derecho público provincial.	1
Hoffe, Otfried	Estudio sobre teoría del derecho y la justicia.	1
Linares, Juan Francisco	Razonabilidad de las leyes :	1
Vigo, Rodolfo L	Las cuasas del derecho :	10
Pérez Hualde, Alejandro	Decretos de necesidad y urgencia.	1
Quiroga Lavié, Humberto	Curso de derecho constitucional.	1
Levenson, Albert M	Manual de teoría de los precios.	35
Ekmekdjian, Miguel Ángel	Manual de la constitución Argentina.	1
Ekmekdjian, Miguel Ángel	Análisis pedagógico de la constitución nacional.	1
Spisso, Rodolfo R	Derecho constitucional tributario.	2
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
Madrid H., Miguel De La	El marco legislativo para el cambio.	1
	Ética, derecho, ciencia, tenología y cooperación internacional :	1
Von Arnim, Hans Herbert	La política monetaria en la Economía Social de Mercado.	1
Canavese, Alfredo Juan	Sistema financiero y político industrial para la Argentina en la década de 1980.	1
Llambias, Jorge Joaquin	Tratado de derecho civil :	5
Granillo Ocampo, Raúl Enrique	Distribución de los riesgos en la contratación administrativa.	1
Zavalía, Víctor P	Unificación de la Legislación Civil y Comercial.	1
Borda, Guillermo A	Tratado de derecho civil :	4
Borda, Guillermo A	Tratado de derecho civil :	4
Borda, Guillermo A	Tratado de derecho civil :	3
Borda, Guillermo A	Tratado de derecho civil :	3
Borda, Guillermo A	Tratado de derecho civil :	3
Borda, Guillermo A	Tratado de derecho civil :	3
Borda, Guillermo A	Tratado de derecho civil :	3
Borda, Guillermo A	Tratado de derecho civil :	3
Wayar, Ernesto Clemente	El pago por consignación :	10
Nino, Carlos Santiago	Etica y derechos humanos :	1
Pérez Guilhou, Dardo	Atribuciones del congreso argentino.	1
Pérez Guilhou, Dardo	Atribuciones del presidente argentino.	1
García Belsunce, Horacio A	Garantías constitucionales.	3
Bidart Campos, Germán J.	Manual de derecho constitucional.	10
Sarmiento García, Jorge H	Protección del administrado.	1
Sarmiento García, Jorge H	Concesión de servicios públicos.	1
Friedman, Milton	Teoría de los precios.	14
Ekmekdjian, Miguel Ángel	Manual de la constitución Argentina :	1
Llambias, Jorge Joaquin	Manual de derecho civil :	1
Stanga, Silvana	El saber de la justicia :	1
Cassese, Antonio	Los derechos humanos en el mundo contemporáneo.	1
Perez Guilhou, Dardo	El poder judicial.	1
Sagues, Néstor Pedro	Costitución de la Nación Argentina :	1
Sagues, Néstor Pedro	Constitución de la Nación Argentina :	3
Ekmekdjian, Miguel Ángel	Tratado de derecho constitucional :	1
Ekmekdjian, Miguel Ángel	Tratado de derecho constitucional :	1
Barra, Rodolfo Carlos	Los actos administrativos constractuales :	1
Leftwich, Richard H	Sistema de precios y asignación de recursos.	18
Carlevari, Isidro J.F.	La Argentina :	12
Carlevari, Isidro J.F.	La Argentina :	2
Clement, Liliana H	El poder judicial en las constituciones provinciales de la Argentina :	1
	Concurso de ideas prácticas para una más eficaz administración de justicia :	1
Halperin, Isaac	Curso de derecho comercial.	5
López De Zavalia, Fernando J	Teoría de los contratos.	1
López De Zavalia, Fernando J	Teoría de los contratos.	1
López De Zavalia, Fernando J	Teoría de los contratos.	1
López De Zavalia, Fernando J	Teoría de los contratos.	1
Zunino, Jorge Osvaldo	Fondo de comercio :	5
Ramella, Pablo A	Derecho constitucional.	1
Ramella, Pablo A	Derecho constitucional.	30
Sanclemente, Ricardo A.	Temas sobre seminario de aplicación profesional jurídico contable.	1
Sanclemente, Ricardo A.	Temas sobre seminario de aplicación profesional jurídico contable.	1
Sanclemente, Ricardo A.	Temas sobre seminario de aplicación profesional jurídico contable.	1
Novellino, Norberto José	Nuevas Normas de familia :	2
Le Pera, Sergio	Joint venture y sociedad :	5
	Conflictos societarios :	1
García Badaracco, Adela B	Régimen de sociedades comerciales :	15
Zunino, Jorge Osvaldo	Régimen de sociedades comerciales :	1
Zunino, Jorge Osvaldo	Régimen de sociedades comerciales :	2
Wayar, Ernesto Clemente	Compraventa y permuta.	11
Escuti, Ignacio A	Títulos de crédito :	1
Bonfanti, Mario Alberto	De los títulos de crédito.	3
Muguillo, Roberto A.	Régimen general de la prenda con registro :	5
Cibotti, Ricardo	El sector público en la planificación del desarrollo.	4
Villegas, Carlos Gilberto	Derecho de las sociedades comerciales :	13
Fusaro, Bertelio	Concursos :	2
Fassi, Santiago C.	Concursos comerciales y civiles.	2
Martínez De Petrazzini, Verónica F	Ley de concursos y quiebras N§24522.	2
Rouillon, Adolfo A. N	Régimen de concursos y quiebras :	2
Hutchinson, Tomás	Ley nacional de procedimiento administrativo :	4
Diez, Manuel María	Manual de derecho administrativo.	1
Gómez Leo, Osvaldo	Manual de derecho cambiario :	1
Gómez Leo, Osvaldo	Manual de derecho cambiario :	1
Linares, Juan Francisco	Derecho administrativo.	3
Escola, Héctor Jorge	Compendio de derecho administrativo.	1
Escola, Héctor Jorge	Compendio de derecho administrativo.	1
Vázquez Vialard, Antonio	Tratado de derecho del trabajo.	10
Vázquez Vialard, Antonio	Tratado de derecho del trabajo.	10
Vázquez Vialard, Antonio	Tratado de derecho del trabajo.	10
Vázquez Vialard, Antonio	Tratado de derecho del trabajo.	10
Vázquez Vialard, Antonio	Tratado de derecho del trabajo.	10
Vázquez Vialard, Antonio	Tratado de derecho del trabajo.	10
Reyes, Rafael Hugo	Sociedad de economía mixta y sociedad minera.	50
Oszlak, Oscar	Teoría de la burocracia estatal :	1
Sasot Betes, Miguel A	Sociedades anónimas :	1
	Ley de concursos.	1
Dromi, José Roberto	Reforma del estado y privatizaciones.	1
Dromi, José Roberto	Reforma del estado y privatizaciones.	1
Dromi, José Roberto	Reforma del estado y privatizaciones.	1
Collazo, Oscar Juan	La administración finaciera y los sistemas de control del sector público nacional :	2
Stewart, James	Cálculo.	2
Zill, Dennis G.	El cálculo con geometría analítica.	3
Purcell, Edwin J	Cálculo con geometria analítica.	5
Edwards, C.H.	Cálculo y geometría analítica.	1
Thomas, George B.	Cálculo con geometria analítica.	1
Ayres, Frank	Teoría y problemas de matemática financieras.	10
Murioni, Oscar	Cálculo financiero.	6
Martínez Mediano, José María	Matemática para Ciencias Sociales.	2
Arya, Jagdish C	matemática aplicada a la Administración y a la Economía.	3
Ayres, Frank	Algebra moderna.	1
Gerber, Harvey	Algebra lineal.	1
Goodson, Carole E.	Algebra con aplicaciones técnicas.	2
Kleiman, Ariel	Matrices :	2
Clemens, Stanley R.	Geometría con aplicaciones y solución de problemasca.	2
Dettman, John W	Introducción al algebra lineal y a las ecuaciones diferenciales.	2
Fleming, Walter	Algebra y trigonometría con geometría analítica.	2
Hit Espoinosa, Fernando	Investigación en matemática educativa.	1
Hutchinson, Tomás	Régimende procedimientos administrativos :	1
Phillips, Elizabeth Difanis	Algebra con aplicaciones.	2
Allen, R.G.D.	Análisis matemático para economistas.	6
Rabuffetti, Hebe T.	Introducción al análisis matemático :	6
	Ciento veinte años de la procuración del tesoro :	2
